stock_ID,date,shrout_adj_factor,price,return_incl_divs,shrout,return_ex_divs,market_return,MktRF,SMB,HML,RF,MOM
10000,31jan1986,,4.375,,3680,,.00982942,.0065,.012,.0053,.0056,.0296
10000,28feb1986,,3.25,-.257142872,3680,-.257142872,.07250004,.0713,-.0064,-.0088,.0053,.0277
10000,31mar1986,,4.4375,.365384609,3680,.365384609,.05388493,.0488,-.0051,-.0051,.006,.0245
10000,30apr1986,,4,-.098591551,3793,-.098591551,-.00789997,-.0131,.0283,-.029,.0052,-.005
10000,30may1986,,3.109375,-.22265625,3793,-.22265625,.05084357,.0462,-.0131,-.0012,.0049,.0202
10000,30jun1986,,3.09375,-.005025126,3793,-.005025126,.01424553,.0103,-.0093,.0139,.0052,.0514
10000,31jul1986,,2.84375,-.080808081,3793,-.080808081,-.05970048,-.0645,-.0337,.0476,.0052,.018
10000,29aug1986,,1.09375,-.615384638,3793,-.615384638,.06618101,.0607,-.0417,.0352,.0046,-.0502
10000,30sep1986,,1.03125,-.057142857,3793,-.057142857,-.07902107,-.086,.0228,.032,.0045,-.0586
10000,31oct1986,,.78125,-.24242425,3843,-.24242425,.04930313,.0466,-.0256,-.0144,.0046,.027
10000,28nov1986,,.828125,.059999999,3843,.059999999,.01509289,.0117,-.0198,-.0009,.0039,-.0033
10000,31dec1986,,.515625,-.377358496,3843,-.377358496,-.02638821,-.0327,.0008,.0031,.0049,.004
10000,30jan1987,,.40625,-.212121218,3893,-.212121218,.1284963,.1247,-.0179,-.0321,.0042,.0208
10000,27feb1987,,.40625,0,3893,0,.04791798,.0439,.0346,-.0596,.0043,-.0217
10000,31mar1987,,.25,-.384615391,3893,-.384615391,.02366442,.0164,.004,.0159,.0047,.016
10000,30apr1987,,.234375,-.0625,3893,-.0625,-.01700054,-.0211,-.017,-.0032,.0044,.0025
10000,29may1987,,.21875,-.06666667,3893,-.06666667,.00512465,.0011,-.0055,.0016,.0038,-.0068
10000,30jun1987,,,,3893,,.04366169,.0394,-.0217,.0106,.0048,-.002
10001,31jan1986,,6.125,,985,,.00982942,.0065,.012,.0053,.0056,.0296
10001,28feb1986,,6.25,.020408163,985,.020408163,.07250004,.0713,-.0064,-.0088,.0053,.0277
10001,31mar1986,,6.3125,.025200004,985,.01,.05388493,.0488,-.0051,-.0051,.006,.0245
10001,30apr1986,,6.375,.00990099,985,.00990099,-.00789997,-.0131,.0283,-.029,.0052,-.005
10001,30may1986,,6.3125,-.009803922,985,-.009803922,.05084357,.0462,-.0131,-.0012,.0049,.0202
10001,30jun1986,,6.125,-.013069307,985,-.029702971,.01424553,.0103,-.0093,.0139,.0052,.0514
10001,31jul1986,,6.0625,-.010204081,985,-.010204081,-.05970048,-.0645,-.0337,.0476,.0052,.018
10001,29aug1986,,6.5,.072164945,985,.072164945,.06618101,.0607,-.0417,.0352,.0046,-.0502
10001,30sep1986,,6.375,-.003076924,991,-.01923077,-.07902107,-.086,.0228,.032,.0045,-.0586
10001,31oct1986,,6.625,.039215688,991,.039215688,.04930313,.0466,-.0256,-.0144,.0046,.027
10001,28nov1986,,7,.056603774,991,.056603774,.01509289,.0117,-.0198,-.0009,.0039,-.0033
10001,31dec1986,,7,.015,991,0,-.02638821,-.0327,.0008,.0031,.0049,.004
10001,30jan1987,,6.75,-.035714287,991,-.035714287,.1284963,.1247,-.0179,-.0321,.0042,.0208
10001,27feb1987,,6.25,-.074074075,991,-.074074075,.04791798,.0439,.0346,-.0596,.0043,-.0217
10001,31mar1987,,6.375,.036800001,991,.02,.02366442,.0164,.004,.0159,.0047,.016
10001,30apr1987,,6.125,-.039215688,991,-.039215688,-.01700054,-.0211,-.017,-.0032,.0044,.0025
10001,29may1987,,5.6875,-.071428575,991,-.071428575,.00512465,.0011,-.0055,.0016,.0038,-.0068
10001,30jun1987,,5.875,.051428571,991,.032967035,.04366169,.0394,-.0217,.0106,.0048,-.002
10001,31jul1987,,6,.021276595,991,.021276595,.04424779,.0385,-.0063,.0071,.0046,.0268
10001,31aug1987,,6.5,.083333336,991,.083333336,.03714636,.0352,-.0075,-.0091,.0047,-.0089
10001,30sep1987,,6.25,-.022307692,992,-.03846154,-.02077383,-.0259,.0054,.0028,.0045,.0072
10001,30oct1987,,6.375,.02,992,.02,-.225363,-.2324,-.084,.042,.006,-.0787
10001,30nov1987,,6.1875,-.029411765,992,-.029411765,-.07227264,-.0777,.0264,.0323,.0035,-.0113
10001,31dec1987,,5.875,-.033535354,992,-.05050505,.07032661,.0681,.0015,-.0443,.0039,.0581
10001,29jan1988,,6.25,.063829787,992,.063829787,.04488041,.0421,-.0069,.0516,.0029,-.0763
10001,29feb1988,,6.75,.079999998,992,.079999998,.05169475,.0475,.0335,-.0164,.0046,-.0154
10001,31mar1988,,6.125,-.0762963,992,-.09259259,-.01659759,-.0227,.0615,.0074,.0044,.0064
10001,29apr1988,,6.3125,.030612245,992,.030612245,.01099083,.0056,.0096,.017,.0046,.0228
10001,31may1988,,6.4375,.01980198,992,.01980198,.00044779,-.0029,-.0265,.0228,.0051,.0065
10001,30jun1988,,6.25,-.012038835,992,-.029126214,.05145973,.0479,.021,-.0112,.0049,-.0292
10001,29jul1988,,6.4375,.029999999,992,.029999999,-.00727196,-.0125,-.0019,.0226,.0051,.0064
10001,31aug1988,,6.625,.029126214,992,.029126214,-.02800588,-.0331,.0009,.0208,.0059,.0033
10001,30sep1988,,6.375,-.021132076,998,-.03773585,.03720234,.033,-.0127,-.0067,.0062,.0024
10001,31oct1988,,6.625,.039215688,998,.039215688,.01763662,.0115,-.029,.0167,.0061,.0131
10001,30nov1988,,6.625,0,998,0,-.01641204,-.0229,-.0172,.0127,.0057,.0042
10001,30dec1988,,6.375,-.021132076,998,-.03773585,.02107465,.0149,.0194,-.0154,.0063,.0042
10001,31jan1989,,6.5,.019607844,998,.019607844,.06610259,.061,-.0213,.0053,.0055,-.0014
10001,28feb1989,,6.75,.03846154,998,.03846154,-.01644639,-.0225,.0277,.0086,.0061,.0093
